customer_id,age,location,signup_date,subscription_type,last_payment_date,payment_delay_days,failed_payments_count,avg_weekly_usage_hours,days_since_last_login,courses_completed,tickets_raised,last_ticket_days
777,60,Chicago,674,Monthly,651,8,2,12.65,356,2,1,224.0
778,49,New York,638,Yearly,164,12,1,19.92,430,0,1,4.0
779,20,New York,684,Monthly,328,8,2,9.37,220,4,5,135.0
780,31,Chicago,686,Yearly,430,11,1,12.38,118,6,4,178.0
781,19,New York,656,Monthly,485,9,0,12.43,198,5,5,285.0
782,56,New York,39,Yearly,17,13,1,14.28,21,10,5,59.0
783,43,Los Angeles,661,Yearly,308,15,3,9.49,567,9,3,180.0
784,26,New York,257,Yearly,132,8,2,19.92,203,10,2,67.0
785,46,Chicago,146,Yearly,94,12,0,16.07,109,8,2,275.0
786,31,Chicago,280,Monthly,183,13,1,17.45,217,6,1,308.0
787,27,Chicago,445,Yearly,177,15,4,9.48,186,0,4,349.0
788,57,New York,161,Monthly,109,11,1,14.43,49,7,0,
789,39,New York,168,Yearly,124,15,3,7.01,136,3,2,50.0
790,42,Perryland,220,Yearly,100,15,2,10.67,24,6,5,39.0
791,53,Chicago,229,Monthly,62,2,0,6.39,184,4,1,184.0
792,55,Chicago,443,Yearly,13,3,3,16.33,312,4,1,294.0
793,45,Denver,501,Yearly,492,0,0,9.93,276,2,3,32.0
794,44,New York,544,Yearly,392,14,4,2.57,248,10,5,165.0
795,27,Denver,502,Monthly,23,10,2,10.34,257,0,4,164.0
796,50,Denver,31,Yearly,27,4,1,16.83,23,7,1,140.0
797,37,Chicago,493,Monthly,125,12,3,2.73,35,6,0,
798,26,Chicago,448,Yearly,371,14,0,8.87,95,2,5,362.0
799,35,New York,565,Monthly,207,3,0,1.69,494,5,5,15.0
800,36,Los Angeles,410,Monthly,113,7,2,9.21,163,3,5,136.0
801,38,Chicago,351,Monthly,86,15,1,19.2,144,7,0,
802,29,Los Angeles,341,Yearly,250,7,2,12.62,165,8,0,
803,57,New York,689,Yearly,581,0,4,0.87,252,4,5,272.0
804,50,Los Angeles,688,Yearly,256,14,3,19.04,56,3,3,226.0
805,47,Los Angeles,107,Yearly,65,5,3,0.43,64,8,2,114.0
806,32,Denver,513,Yearly,478,10,3,0.15,220,10,4,91.0
807,58,Los Angeles,569,Yearly,387,15,4,19.03,120,8,2,361.0
808,48,New York,381,Monthly,86,5,1,13.93,311,9,4,314.0
809,45,Los Angeles,275,Yearly,184,2,0,7.95,103,1,1,157.0
810,51,Los Angeles,210,Yearly,67,12,2,4.42,88,7,4,252.0
811,33,Chicago,292,Yearly,140,13,2,19.22,78,6,2,36.0
812,55,Chicago,722,Monthly,567,13,0,18.97,524,4,0,
813,51,Los Angeles,221,Monthly,213,2,0,13.63,139,6,5,199.0
814,31,Austin,561,Yearly,267,15,1,18.82,179,3,5,306.0
815,42,New York,280,Monthly,253,14,4,19.61,97,5,4,47.0
816,39,Chicago,675,Yearly,468,12,1,12.12,333,5,2,221.0
817,56,Garyshire,125,Monthly,55,0,3,10.84,49,9,3,323.0
818,37,Chicago,5,Yearly,4,12,1,5.4,5,4,3,221.0
819,38,Los Angeles,624,Monthly,457,10,0,15.76,488,1,2,231.0
820,43,Chicago,691,Monthly,550,6,0,2.0,96,9,4,138.0
821,35,Annettemouth,410,Monthly,281,9,4,11.79,364,3,4,351.0
822,50,Los Angeles,221,Monthly,51,12,1,6.72,148,3,0,
823,38,Los Angeles,3,Yearly,2,1,1,0.91,3,3,3,21.0
824,47,New York,570,Yearly,131,1,1,3.26,570,2,2,264.0
825,43,Chicago,300,Yearly,29,3,0,10.82,3,5,4,110.0
826,49,Los Angeles,722,Yearly,28,14,0,19.96,262,9,5,88.0
827,41,New York,475,Monthly,415,8,3,15.28,87,1,2,274.0
828,51,Chicago,63,Yearly,10,11,4,9.33,54,7,0,
829,60,Chicago,633,Monthly,242,4,0,17.32,311,10,0,
830,51,New York,603,Monthly,583,15,0,0.01,530,3,5,115.0
831,47,Seattle,652,Monthly,275,7,2,16.58,594,8,1,4.0
832,35,Seattle,506,Monthly,501,6,1,15.71,491,3,2,221.0
833,18,Chicago,278,Yearly,135,14,3,8.09,70,3,5,257.0
834,55,Rogersmouth,607,Monthly,484,15,0,14.89,48,5,3,150.0
835,45,Los Angeles,132,Monthly,84,2,4,13.07,41,6,1,364.0
836,56,Los Angeles,142,Monthly,107,9,0,3.13,114,5,5,278.0
837,34,New York,179,Yearly,34,15,0,15.19,118,10,2,166.0
838,57,Los Angeles,30,Monthly,13,0,3,16.08,27,8,0,
839,51,Chicago,201,Monthly,168,0,0,7.62,178,2,5,93.0
840,38,New York,731,Yearly,346,0,0,16.01,56,9,3,21.0
841,58,Stephanieville,6,Monthly,2,6,1,8.14,6,9,1,156.0
842,58,New York,582,Yearly,531,6,1,11.75,50,2,3,276.0
843,19,Los Angeles,541,Yearly,162,0,2,2.17,398,1,4,49.0
844,49,New York,224,Monthly,163,8,2,2.82,157,10,1,132.0
845,29,New York,475,Yearly,367,6,1,16.34,292,4,2,138.0
846,47,Chicago,338,Yearly,271,9,3,8.57,136,6,2,27.0
847,26,New York,482,Yearly,325,7,0,2.02,250,9,0,
848,56,Chicago,298,Yearly,207,11,4,19.71,38,10,5,294.0
849,46,Chicago,690,Monthly,650,10,4,17.42,459,7,2,364.0
850,33,Racheltown,553,Yearly,76,2,4,9.25,527,10,4,246.0
851,37,Adamsborough,431,Yearly,103,3,2,17.53,303,7,0,
852,23,Los Angeles,421,Monthly,204,15,4,12.4,95,7,5,189.0
853,52,Chicago,467,Yearly,88,7,0,19.94,213,10,5,61.0
854,53,Chicago,5,Monthly,1,9,4,18.15,1,9,2,273.0
855,26,Los Angeles,46,Monthly,42,9,2,11.07,36,9,5,35.0
856,26,New York,402,Yearly,256,5,0,0.72,175,5,3,219.0
857,23,Los Angeles,598,Yearly,563,12,1,5.6,360,5,0,
858,54,Los Angeles,551,Monthly,472,10,0,16.98,61,2,4,131.0
859,31,Los Angeles,301,Yearly,131,9,2,11.41,185,1,3,4.0
860,36,Austin,236,Yearly,211,13,2,6.34,20,3,5,237.0
861,32,Los Angeles,646,Monthly,596,1,0,15.45,532,1,0,
862,50,Seattle,401,Monthly,11,13,1,11.22,376,2,0,
863,27,Chicago,245,Monthly,177,12,2,4.94,54,8,0,
864,25,Nelsonmouth,447,Monthly,76,10,1,6.8,154,9,4,44.0
865,24,North Heatherfort,17,Monthly,10,1,2,5.18,14,1,4,70.0
866,43,Paulborough,459,Monthly,188,6,1,13.53,428,2,3,317.0
867,21,New York,41,Monthly,19,12,0,16.63,30,8,4,275.0
868,34,Chicago,112,Monthly,72,5,4,9.71,101,5,0,
869,23,New York,259,Monthly,249,3,3,2.5,40,9,0,
870,50,New York,520,Monthly,47,3,3,8.11,265,3,0,
871,26,Chicago,240,Monthly,46,15,2,15.75,148,8,0,
872,28,Denver,390,Yearly,113,5,3,9.41,98,6,1,305.0
873,53,Los Angeles,669,Yearly,590,1,1,12.9,351,7,4,223.0
874,36,New York,659,Yearly,98,8,2,11.18,209,4,3,127.0
875,25,North Linda,372,Monthly,128,10,2,3.73,148,7,2,194.0
876,41,New York,492,Monthly,433,6,4,13.2,344,3,0,
877,35,Los Angeles,603,Monthly,197,13,0,14.83,386,8,2,13.0
878,47,New York,719,Yearly,315,10,1,1.54,107,5,2,330.0
879,58,Chicago,278,Yearly,101,10,3,3.81,183,4,0,
880,48,New York,81,Monthly,35,3,4,15.78,50,0,3,156.0
881,47,New York,140,Yearly,62,12,0,15.75,124,6,2,148.0
882,55,New York,513,Monthly,472,3,4,8.1,334,6,4,323.0
883,19,Denver,233,Monthly,89,3,3,11.45,172,9,2,115.0
884,47,New York,137,Yearly,69,13,2,13.93,96,6,1,306.0
885,30,Chicago,269,Monthly,220,12,3,2.76,266,10,0,
886,29,Austin,418,Monthly,377,13,2,18.57,283,6,2,203.0
887,21,Chicago,128,Yearly,100,4,0,8.85,127,10,1,92.0
888,53,Los Angeles,274,Yearly,235,4,2,13.98,57,9,0,
889,42,Los Angeles,146,Monthly,53,3,1,19.06,6,8,0,
890,53,Lake Taylorburgh,190,Yearly,67,9,1,16.89,52,1,0,
891,43,Los Angeles,422,Yearly,154,7,0,12.83,250,0,2,105.0
892,40,New York,419,Yearly,296,7,1,17.17,283,9,5,164.0
893,41,Seattle,95,Monthly,26,5,3,8.14,33,7,2,216.0
894,37,Los Angeles,182,Monthly,159,5,4,15.3,151,8,0,
895,21,Los Angeles,487,Yearly,354,1,0,18.55,327,4,0,
896,59,Chicago,402,Monthly,42,5,4,18.16,104,10,5,244.0
897,30,New York,638,Monthly,133,9,1,4.55,566,10,0,
898,50,Los Angeles,379,Yearly,248,11,4,12.25,241,2,3,343.0
899,59,Chicago,386,Yearly,302,4,4,11.91,190,2,0,
900,54,Chicago,148,Monthly,24,9,4,1.83,20,2,4,177.0
901,41,New York,331,Yearly,308,8,0,6.87,297,0,4,69.0
902,21,New York,604,Monthly,420,6,2,10.13,241,2,2,215.0
903,19,Los Angeles,642,Monthly,450,11,1,5.64,55,8,3,318.0
904,57,Chicago,297,Monthly,256,12,3,6.5,66,7,2,141.0
905,59,Seattle,556,Monthly,138,13,0,7.14,492,7,5,351.0
906,55,New York,447,Yearly,366,8,4,9.38,434,10,1,15.0
907,36,Austin,545,Yearly,349,12,3,2.07,480,4,3,199.0
908,60,Denver,496,Yearly,470,11,4,8.0,338,2,2,74.0
909,35,Chicago,39,Yearly,22,11,4,8.08,39,5,4,171.0
910,29,Seattle,74,Monthly,9,3,1,13.02,30,6,4,298.0
911,50,New York,533,Monthly,468,11,0,14.9,328,1,0,
912,34,New York,177,Yearly,118,5,3,8.05,32,3,5,233.0
913,42,New York,338,Yearly,63,7,0,7.05,181,1,3,2.0
914,40,Seattle,619,Yearly,29,12,4,18.52,539,6,0,
915,59,Los Angeles,668,Monthly,384,0,0,17.09,555,2,3,108.0
916,47,Jessemouth,107,Monthly,81,7,2,1.23,71,5,2,158.0
917,28,Austin,288,Yearly,165,3,0,0.35,233,8,2,18.0
918,53,Austin,335,Monthly,152,4,2,13.55,12,7,2,239.0
919,26,Los Angeles,618,Yearly,201,7,3,16.06,488,5,4,229.0
920,45,New York,238,Monthly,136,7,3,6.67,127,2,2,25.0
921,35,New York,541,Monthly,473,11,0,8.18,412,0,0,
922,59,Seattle,611,Monthly,512,4,4,10.02,117,9,3,85.0
923,59,New York,578,Monthly,109,6,3,14.51,216,9,0,
924,24,Hallborough,390,Monthly,360,3,1,10.26,173,6,0,
925,32,New York,275,Monthly,72,13,4,17.52,112,9,1,142.0
926,19,New York,114,Monthly,4,15,3,0.1,112,5,1,38.0
927,54,Los Angeles,99,Monthly,16,15,4,6.35,65,7,1,127.0
928,35,New York,342,Yearly,268,7,4,12.32,27,5,3,79.0
929,47,Greenburgh,355,Monthly,260,7,3,10.17,179,8,3,310.0
930,23,New York,284,Yearly,59,2,3,19.45,133,2,4,228.0
931,34,East Erik,380,Yearly,289,14,1,3.08,292,9,0,
932,22,Chicago,271,Monthly,232,15,3,13.27,85,3,5,279.0
933,48,Seattle,422,Monthly,30,5,2,19.26,194,2,0,
934,52,New York,11,Monthly,1,4,4,0.28,2,0,5,201.0
935,19,Los Angeles,34,Yearly,24,7,2,8.15,16,1,4,149.0
936,37,Port Wendy,459,Monthly,288,10,3,16.62,427,0,2,85.0
937,26,New York,586,Yearly,192,5,4,16.1,528,2,1,69.0
938,37,Chicago,550,Yearly,483,9,2,17.82,340,9,5,64.0
939,40,Seattle,477,Yearly,258,11,0,2.1,23,2,2,308.0
940,24,New York,14,Yearly,11,9,3,2.83,5,2,1,200.0
941,38,Chicago,212,Yearly,48,7,4,0.11,184,4,0,
942,36,Seattle,576,Monthly,541,3,2,1.55,209,3,1,243.0
943,23,Seattle,79,Yearly,52,13,2,17.28,74,3,0,
944,32,Chicago,47,Yearly,44,12,3,2.76,15,9,4,222.0
945,51,Los Angeles,416,Monthly,144,10,2,0.34,126,9,0,
946,18,Los Angeles,427,Yearly,10,10,3,19.81,418,6,2,238.0
947,33,Los Angeles,58,Yearly,5,9,3,6.35,53,3,2,354.0
948,56,Seattle,412,Monthly,343,0,0,1.58,56,9,0,
949,27,Los Angeles,386,Yearly,64,12,2,0.47,348,7,1,61.0
950,28,Los Angeles,526,Yearly,346,10,3,8.43,383,0,3,300.0
951,47,Seattle,161,Monthly,105,2,0,6.83,78,1,1,19.0
952,21,New York,388,Yearly,144,13,0,1.52,237,7,2,107.0
953,22,New York,237,Yearly,168,13,2,4.26,217,4,2,182.0
954,29,Los Angeles,215,Monthly,89,13,1,3.54,122,6,2,144.0
955,35,New York,631,Monthly,192,13,1,4.54,553,10,1,253.0
956,37,Chicago,718,Yearly,327,0,2,10.09,248,10,2,298.0
957,51,New York,287,Yearly,271,11,0,13.59,128,0,3,8.0
958,37,Chicago,563,Yearly,365,10,1,17.07,561,2,5,283.0
959,54,Chicago,289,Monthly,255,14,2,10.49,212,8,3,289.0
960,33,Chicago,627,Monthly,393,14,2,11.47,230,1,3,232.0
961,57,New York,112,Yearly,7,6,3,19.21,26,8,5,341.0
962,23,Los Angeles,726,Monthly,466,5,0,19.25,616,8,2,200.0
963,54,Seattle,466,Yearly,48,5,1,14.47,258,3,5,58.0
964,56,Chicago,553,Monthly,196,7,3,6.87,206,8,3,119.0
965,28,Los Angeles,483,Yearly,66,8,2,11.02,483,1,3,337.0
966,21,Christopherhaven,126,Yearly,4,0,2,17.34,2,5,0,
967,43,New York,473,Yearly,398,0,1,14.43,66,0,2,229.0
968,34,Denver,255,Monthly,254,2,2,0.92,128,7,2,361.0
969,24,Chicago,667,Monthly,393,7,3,12.91,656,4,3,171.0
970,35,Los Angeles,389,Yearly,192,3,1,14.26,196,3,3,190.0
971,18,Los Angeles,676,Monthly,504,12,1,2.98,608,10,1,173.0
972,45,Austin,94,Monthly,22,13,3,18.02,61,6,3,215.0
973,38,Chicago,48,Yearly,22,11,3,9.86,34,7,0,
974,35,Chicago,287,Monthly,222,9,1,8.67,64,6,4,317.0
975,20,Seattle,387,Monthly,8,13,4,17.75,141,4,3,279.0
976,26,New York,148,Yearly,107,13,3,4.27,45,8,5,76.0
977,57,New York,249,Yearly,36,15,4,17.82,105,10,2,153.0
978,60,New York,28,Yearly,20,13,2,3.44,28,2,5,77.0
979,53,New York,631,Monthly,196,2,0,11.21,502,0,4,13.0
980,21,Chicago,174,Yearly,115,12,4,0.16,85,2,0,
981,53,New York,374,Yearly,20,11,2,2.37,260,4,1,64.0
982,30,New York,723,Monthly,350,10,3,4.35,581,1,5,87.0
983,26,New York,699,Monthly,22,7,3,7.54,441,3,5,116.0
984,35,East Michele,241,Yearly,83,5,1,18.86,230,7,5,245.0
985,21,New York,108,Yearly,76,2,0,11.89,3,5,1,133.0
986,54,Los Angeles,543,Monthly,352,12,3,18.89,207,8,1,15.0
987,37,Los Angeles,8,Yearly,8,10,1,16.39,4,8,3,217.0
988,23,New York,388,Yearly,298,6,0,4.49,274,4,2,24.0
989,50,Chicago,429,Yearly,299,2,4,3.76,323,0,0,
990,35,Chicago,229,Monthly,45,10,1,11.56,225,10,4,271.0
991,40,Austin,158,Yearly,118,15,3,10.84,100,5,3,223.0
992,22,Los Angeles,234,Monthly,202,2,2,10.68,191,8,5,229.0
993,54,Austin,297,Monthly,296,9,4,17.93,10,5,2,68.0
994,53,Los Angeles,378,Monthly,90,12,0,10.95,157,7,2,88.0
995,29,Chicago,213,Monthly,146,11,1,5.9,26,1,4,89.0
996,46,Chicago,69,Yearly,38,6,1,0.93,22,8,0,
997,25,Chicago,687,Yearly,160,9,1,3.81,160,6,2,2.0
998,23,Chicago,111,Monthly,11,3,4,18.99,36,8,4,185.0
999,41,Los Angeles,431,Monthly,158,5,1,6.04,19,2,1,72.0
1000,21,Los Angeles,85,Monthly,66,0,2,19.3,28,3,0,
1001,44,New York,414,Yearly,180,0,0,10.51,169,7,5,138.0
1002,47,Chicago,194,Yearly,45,9,2,14.44,9,3,5,212.0
1003,41,New York,470,Yearly,32,12,4,16.15,379,1,4,357.0
1004,54,Denver,100,Monthly,68,1,3,18.44,51,1,2,182.0
1005,27,Los Angeles,63,Monthly,59,15,4,4.86,12,6,3,216.0
1006,29,Los Angeles,411,Yearly,107,9,1,5.91,206,0,1,11.0
1007,41,Port Theresamouth,540,Monthly,538,12,1,17.92,65,6,4,231.0
1008,42,Denver,37,Monthly,17,5,0,7.54,27,2,3,332.0
1009,49,Chicago,540,Yearly,6,15,0,3.93,31,10,3,297.0
1010,54,New York,77,Yearly,29,12,4,19.03,50,6,2,22.0
1011,18,Los Angeles,562,Monthly,313,1,0,3.12,281,4,5,300.0
1012,44,Erinton,306,Monthly,249,2,1,18.99,272,6,4,318.0
1013,47,New York,264,Yearly,191,1,3,4.77,27,8,4,4.0
1014,40,Los Angeles,62,Yearly,50,1,1,11.81,13,4,1,322.0
1015,56,Chicago,233,Yearly,201,8,3,17.4,97,8,0,
1016,39,Chicago,205,Yearly,99,8,3,0.23,156,5,2,295.0
1017,56,Los Angeles,563,Monthly,25,0,4,10.04,96,4,2,364.0
1018,57,Chicago,160,Yearly,12,15,3,11.77,72,8,1,250.0
1019,32,Chicago,471,Monthly,424,3,2,8.28,137,10,0,
1020,38,Los Angeles,489,Monthly,432,12,4,9.09,431,4,0,
1021,47,New York,511,Monthly,326,5,0,1.04,412,4,3,311.0
1022,33,Los Angeles,575,Yearly,295,3,2,14.76,160,8,3,29.0
1023,45,Denver,33,Yearly,32,9,1,11.67,25,1,5,170.0
1024,29,Lake Christopher,637,Yearly,627,14,4,5.43,123,3,1,319.0
1025,47,Seattle,144,Monthly,90,12,2,16.24,32,10,3,150.0
1026,34,Los Angeles,708,Monthly,379,3,0,6.21,131,1,4,236.0
1027,22,Denver,462,Monthly,293,4,4,4.39,318,10,0,
1028,57,Chicago,180,Yearly,65,14,2,4.86,130,6,3,308.0
1029,37,Seattle,440,Yearly,346,6,4,16.56,274,7,5,272.0
1030,31,Los Angeles,546,Yearly,166,6,1,6.17,426,4,3,314.0
1031,41,New York,334,Yearly,111,4,1,0.94,224,7,3,284.0
1032,57,Chicago,232,Monthly,182,13,4,10.46,133,0,3,248.0
1033,46,Fitzpatrickberg,409,Monthly,133,7,0,6.28,358,4,3,249.0
1034,30,Chicago,630,Monthly,285,5,3,18.92,565,4,3,349.0
1035,43,Los Angeles,182,Monthly,22,14,3,3.98,17,2,4,237.0
1036,27,Los Angeles,491,Yearly,448,14,3,15.02,171,5,4,156.0
1037,54,Los Angeles,647,Monthly,293,6,1,14.66,619,10,0,
1038,47,Chicago,652,Monthly,200,14,1,12.38,337,4,5,79.0
1039,52,Los Angeles,306,Yearly,7,13,0,14.02,83,1,0,
1040,37,New York,586,Yearly,274,1,4,4.07,112,3,5,319.0
1041,52,Denver,152,Monthly,126,13,4,8.42,56,7,0,
1042,35,Chicago,540,Yearly,523,3,2,15.94,107,7,5,172.0
1043,30,Chicago,472,Monthly,382,2,4,14.62,157,2,0,
1044,25,New York,180,Monthly,128,12,3,18.15,134,1,3,52.0
1045,47,Seattle,256,Yearly,168,12,2,14.58,163,9,0,
1046,26,Los Angeles,46,Yearly,29,15,1,4.79,12,7,5,38.0
1047,60,Denver,138,Yearly,10,3,2,10.76,91,2,5,196.0
1048,38,Chicago,171,Yearly,16,11,0,19.79,121,8,5,347.0
1049,47,New York,378,Yearly,349,0,3,6.9,16,1,3,357.0
1050,56,Austin,499,Yearly,439,13,3,3.54,247,9,5,326.0
1051,28,New York,494,Yearly,373,4,0,17.54,328,3,5,315.0
1052,41,Los Angeles,169,Monthly,84,3,0,10.37,51,10,0,
1053,26,Los Angeles,516,Yearly,91,1,1,13.39,474,3,1,240.0
1054,32,Los Angeles,592,Yearly,535,3,3,11.61,205,8,2,287.0
1055,27,West William,153,Yearly,84,9,0,9.52,42,0,2,352.0
1056,60,Chicago,88,Monthly,66,11,3,18.6,9,5,5,227.0
1057,36,New York,699,Monthly,456,12,0,9.15,193,8,0,
1058,30,Chicago,189,Monthly,132,0,1,3.05,83,5,5,48.0
1059,42,New York,366,Monthly,21,10,0,18.58,354,4,5,200.0
1060,19,New York,215,Yearly,168,7,4,5.69,110,0,5,155.0
1061,50,Kellyport,582,Monthly,413,6,2,7.54,282,4,2,97.0
1062,23,Chicago,274,Monthly,11,4,4,17.45,47,7,0,
1063,57,Lake Eric,388,Yearly,274,5,2,17.18,39,0,0,
1064,49,Chicago,330,Monthly,206,9,0,17.72,321,7,0,
1065,41,Denver,538,Monthly,230,8,4,4.94,222,7,3,309.0
1066,32,Los Angeles,699,Yearly,284,13,1,15.05,18,5,1,278.0
1067,21,Los Angeles,171,Monthly,54,13,4,17.37,13,9,1,295.0
1068,22,Seattle,452,Yearly,261,2,3,7.51,384,4,1,243.0
1069,58,Chicago,230,Monthly,149,15,3,6.95,195,7,4,74.0
1070,44,Chicago,107,Monthly,43,9,1,1.24,60,8,2,365.0
1071,23,Lake Mitchell,344,Monthly,297,11,4,12.64,94,8,3,231.0
1072,24,Los Angeles,326,Monthly,323,9,2,18.36,201,0,3,31.0
1073,53,East Riley,206,Yearly,187,1,0,16.81,14,8,0,
1074,50,Seattle,259,Monthly,106,1,0,5.23,101,9,2,189.0
1075,50,Los Angeles,195,Yearly,104,6,2,1.05,73,7,2,357.0
1076,23,Los Angeles,74,Yearly,52,6,1,2.24,18,1,1,133.0
1077,24,Seattle,482,Yearly,373,8,4,15.14,37,5,5,274.0
1078,19,Davisside,681,Yearly,475,12,0,12.51,270,1,5,51.0
1079,58,Rodriguezbury,23,Monthly,12,2,4,7.72,13,10,0,
1080,40,Chicago,485,Yearly,219,6,1,7.93,427,2,0,
1081,31,Chicago,537,Monthly,43,8,4,7.86,142,10,2,262.0
1082,21,New York,670,Yearly,17,6,4,2.29,529,6,5,101.0
1083,40,Denver,670,Monthly,358,0,1,3.59,188,1,2,13.0
1084,56,Seattle,688,Monthly,346,5,1,0.01,627,3,0,
1085,18,Los Angeles,672,Yearly,491,10,4,8.75,477,9,1,334.0
1086,59,Los Angeles,45,Yearly,4,1,0,11.53,33,0,5,90.0
1087,25,Los Angeles,640,Yearly,436,0,2,14.8,69,0,5,76.0
1088,32,Seattle,592,Monthly,291,2,2,13.17,537,10,3,32.0
1089,32,New York,167,Monthly,88,10,3,1.38,149,4,1,211.0
1090,48,New York,704,Monthly,255,2,4,15.15,335,0,4,315.0
1091,44,Los Angeles,263,Monthly,242,15,3,8.17,123,6,2,70.0
1092,38,Los Angeles,630,Monthly,295,12,3,15.69,330,3,0,
1093,42,Los Angeles,674,Monthly,59,3,2,15.64,107,0,2,279.0
1094,52,New York,116,Monthly,96,11,3,8.43,18,9,4,333.0
1095,52,Los Angeles,663,Yearly,569,1,4,4.56,208,2,0,
1096,23,Chicago,651,Monthly,610,8,4,2.4,296,6,3,39.0
1097,27,New York,25,Monthly,16,11,0,16.08,22,7,0,
1098,37,Los Angeles,444,Yearly,102,13,1,17.2,54,4,0,
1099,59,New York,71,Monthly,63,3,2,12.24,62,8,4,151.0
1100,36,New York,376,Monthly,6,8,1,12.49,261,6,5,230.0
1101,30,New York,431,Monthly,396,3,4,18.73,366,4,2,164.0
1102,38,Seattle,208,Yearly,196,0,1,8.96,190,8,1,60.0
1103,54,Seattle,29,Monthly,25,15,2,8.51,16,7,5,35.0
1104,18,Seattle,453,Yearly,263,15,0,10.0,150,1,4,41.0
1105,56,Chicago,156,Yearly,2,12,0,14.38,128,8,4,5.0
1106,54,Los Angeles,227,Yearly,207,13,0,17.52,113,4,3,117.0
1107,25,Denver,183,Yearly,158,12,0,6.76,10,7,5,53.0
1108,37,Los Angeles,66,Monthly,15,8,2,3.75,4,5,3,163.0
1109,44,Los Angeles,384,Yearly,62,15,4,18.19,105,8,4,184.0
1110,48,Chicago,187,Yearly,133,10,4,12.66,58,6,5,5.0
1111,29,Chicago,504,Monthly,33,6,1,0.59,1,10,3,95.0
1112,54,New York,681,Yearly,655,11,1,15.76,248,1,5,47.0
1113,24,Los Angeles,160,Yearly,140,6,3,8.81,23,6,0,
1114,25,New York,452,Monthly,444,10,1,1.99,450,6,4,312.0
1115,30,Denver,140,Monthly,84,5,1,18.65,63,6,5,57.0
1116,48,Markburgh,638,Yearly,623,9,3,11.33,307,2,0,
1117,49,Seattle,173,Monthly,32,2,4,16.86,147,0,5,144.0
1118,40,East Madelinechester,307,Yearly,24,15,1,2.77,268,2,5,56.0
1119,33,Chicago,213,Yearly,149,4,3,18.79,3,2,3,232.0
1120,51,Los Angeles,542,Monthly,476,6,1,10.83,205,9,0,
1121,45,New York,343,Monthly,185,12,2,19.16,274,10,5,181.0
1122,50,Denver,583,Yearly,313,7,1,5.61,132,7,3,261.0
1123,45,Los Angeles,58,Monthly,15,12,1,1.31,1,0,2,365.0
1124,44,Chicago,506,Yearly,317,6,2,18.01,376,1,5,295.0
1125,49,Seattle,712,Yearly,307,10,2,7.16,275,2,0,
1126,49,New York,414,Monthly,322,12,2,12.02,233,10,1,79.0
1127,48,Los Angeles,727,Yearly,718,15,3,3.3,4,2,5,308.0
1128,27,Chicago,111,Monthly,78,13,0,8.46,92,2,4,250.0
1129,29,New York,569,Yearly,446,8,0,2.49,318,7,5,188.0
1130,22,Denver,517,Monthly,494,11,2,13.93,266,9,3,125.0
1131,32,New York,414,Yearly,290,15,4,10.86,147,6,1,349.0
1132,38,Los Angeles,216,Yearly,189,3,4,4.55,201,1,4,99.0
1133,41,Los Angeles,571,Monthly,292,8,4,4.13,171,5,5,255.0
1134,37,Chicago,357,Yearly,268,8,0,11.75,175,0,4,228.0
1135,35,Denver,686,Yearly,538,0,2,13.47,518,0,4,76.0
1136,35,Seattle,534,Monthly,265,0,0,14.53,510,9,3,171.0
1137,42,New York,585,Yearly,58,2,1,11.16,124,2,3,124.0
1138,56,Los Angeles,504,Monthly,138,13,1,7.38,96,5,2,281.0
1139,33,New York,504,Yearly,75,10,0,18.18,107,6,2,18.0
1140,25,Seattle,180,Yearly,94,2,4,17.24,62,5,0,
1141,44,Chicago,473,Monthly,216,3,4,3.8,4,6,0,
1142,32,Chicago,436,Yearly,252,13,1,11.07,95,8,5,263.0
1143,26,Los Angeles,15,Monthly,5,4,4,0.96,13,3,1,264.0
1144,57,South Kerri,623,Yearly,1,5,0,8.44,111,9,5,184.0
1145,44,Los Angeles,225,Monthly,83,15,3,1.02,54,2,1,234.0
1146,57,Chicago,520,Monthly,442,13,1,17.92,105,8,4,267.0
1147,31,New York,112,Monthly,66,4,4,4.0,54,4,0,
1148,46,Chicago,90,Monthly,61,3,3,8.99,11,10,0,
1149,19,New York,199,Monthly,125,4,4,19.02,62,7,0,
1150,39,Chicago,412,Yearly,62,8,2,3.09,361,1,2,18.0
1151,26,East Lisafort,589,Monthly,559,2,4,11.24,496,5,0,
1152,59,New York,683,Monthly,47,3,3,2.73,405,7,3,203.0
1153,23,Los Angeles,50,Yearly,48,2,2,19.61,8,3,2,28.0
1154,28,New York,426,Monthly,299,11,4,19.29,147,1,1,59.0
1155,47,Chicago,525,Monthly,475,12,4,2.32,133,9,4,284.0
1156,39,Chicago,631,Monthly,47,15,2,3.5,443,7,2,203.0
1157,27,New York,222,Yearly,64,14,3,16.23,39,2,5,72.0
1158,27,New Richardmouth,54,Monthly,23,3,2,10.63,19,3,4,318.0
1159,60,Austin,589,Yearly,350,8,1,8.78,69,10,0,
1160,25,New York,636,Monthly,577,3,0,7.54,472,2,1,163.0
1161,19,Austin,249,Monthly,163,10,4,0.29,116,1,2,342.0
1162,44,New York,15,Monthly,1,8,0,12.31,9,5,0,
1163,39,New York,360,Monthly,176,11,2,8.39,204,1,3,2.0
1164,47,New York,544,Monthly,177,15,2,16.02,292,7,1,135.0
